Date,daily_cases,retail_and_recreation,grocery_and_pharmacy,parks_change,transit_stations,workplaces,residential_change
11-Jan-24,,,,,,,
12-Jan-24,,,,,,,
13-Jan-24,,,,,,,
14-Jan-24,,,,,,,
15-Jan-24,,,,,,,
16-Jan-24,,,,,,,
17-Jan-24,,,,,,,
18-Jan-24,,,,,,,
19-Jan-24,,,,,,,
20-Jan-24,,,,,,,
21-Jan-24,,,,,,,
22-Jan-24,,,,,,,
23-Jan-24,,,,,,,
24-Jan-24,,,,,,,
25-Jan-24,,,,,,,
26-Jan-24,,,,,,,
27-Jan-24,,,,,,,
28-Jan-24,,,,,,,
29-Jan-24,,,,,,,
30-Jan-24,,,,,,,
31-Jan-24,,,,,,,
1-Feb-24,,,,,,,
2-Feb-24,,,,,,,
3-Feb-24,,,,,,,
4-Feb-24,,,,,,,
5-Feb-24,,,,,,,
6-Feb-24,,,,,,,
7-Feb-24,,,,,,,
8-Feb-24,,,,,,,
9-Feb-24,,,,,,,
10-Feb-24,,,,,,,
11-Feb-24,,,,,,,
12-Feb-24,,,,,,,
13-Feb-24,,,,,,,
14-Feb-24,,,,,,,
15-Feb-24,,,,,,,
16-Feb-24,,,,,,,
17-Feb-24,,,,,,,
18-Feb-24,,,,,,,
19-Feb-24,,,,,,,
20-Feb-24,,,,,,,
21-Feb-24,,,,,,,
22-Feb-24,,,,,,,
23-Feb-24,,,,,,,
24-Feb-24,,,,,,,
25-Feb-24,,,,,,,
26-Feb-24,,,,,,,
27-Feb-24,,,,,,,
28-Feb-24,,,,,,,
29-Feb-24,,,,,,,
1-Mar-24,,,,,,,
2-Mar-24,,,,,,,
3-Mar-24,,,,,,,
4-Mar-24,,,,,,,
5-Mar-24,,,,,,,
6-Mar-24,,,,,,,
7-Mar-24,,,,,,,
8-Mar-24,,,,,,,
9-Mar-24,,,,,,,
10-Mar-24,,,,,,,
11-Mar-24,,,,,,,
12-Mar-24,,,,,,,
13-Mar-24,,,,,,,
14-Mar-24,,,,,,,
15-Mar-24,,,,,,,
16-Mar-24,,,,,,,
17-Mar-24,,,,,,,
18-Mar-24,,,,,,,
19-Mar-24,,,,,,,
20-Mar-24,,,,,,,
21-Mar-24,,,,,,,
22-Mar-24,,,,,,,
23-Mar-24,,,,,,,
24-Mar-24,,,,,,,
25-Mar-24,,,,,,,
26-Mar-24,,,,,,,
27-Mar-24,,,,,,,
28-Mar-24,,,,,,,
29-Mar-24,,,,,,,
30-Mar-24,,,,,,,
31-Mar-24,,,,,,,
1-Apr-24,,,,,,,
2-Apr-24,,,,,,,
3-Apr-24,,,,,,,
4-Apr-24,,,,,,,
5-Apr-24,,,,,,,
6-Apr-24,,,,,,,
7-Apr-24,,,,,,,
8-Apr-24,,,,,,,
9-Apr-24,,,,,,,
10-Apr-24,,,,,,,
11-Apr-24,,,,,,,
12-Apr-24,,,,,,,
